date,location,location_name,value
2020-10-31,GM,Germany,10452
2020-10-31,GM01,Baden-Württemberg State,2022
2020-10-31,GM02,Free State of Bavaria,2804
2020-10-31,GM03,Free Hanseatic City of Bremen,72
2020-10-31,GM04,Free Hanseatic City of Hamburg,283
2020-10-31,GM05,Hesse State,646
2020-10-31,GM06,Lower Saxony State,748
2020-10-31,GM07,North Rhine-Westphalia State,2155
2020-10-31,GM08,Rhineland-Palatinate State,285
2020-10-31,GM09,Saarland State,188
2020-10-31,GM10,Schleswig-Holstein State,175
2020-10-31,GM11,Brandenburg State,193
2020-10-31,GM12,Mecklenburg-Western Pomerania State,23
2020-10-31,GM13,Free State of Saxony,317
2020-10-31,GM14,Sachsen-Anhalt State,79
2020-10-31,GM15,Free State of Thüringia,207
2020-10-31,GM16,Berlin State,255
