date,location,location_name,value
2020-12-07,GM,Germany,18919
2020-12-07,GM01,Baden-Württemberg State,3022
2020-12-07,GM02,Free State of Bavaria,4325
2020-12-07,GM03,Free Hanseatic City of Bremen,137
2020-12-07,GM04,Free Hanseatic City of Hamburg,423
2020-12-07,GM05,Hesse State,1478
2020-12-07,GM06,Lower Saxony State,1266
2020-12-07,GM07,North Rhine-Westphalia State,3954
2020-12-07,GM08,Rhineland-Palatinate State,674
2020-12-07,GM09,Saarland State,271
2020-12-07,GM10,Schleswig-Holstein State,265
2020-12-07,GM11,Brandenburg State,421
2020-12-07,GM12,Mecklenburg-Western Pomerania State,75
2020-12-07,GM13,Free State of Saxony,1292
2020-12-07,GM14,Sachsen-Anhalt State,209
2020-12-07,GM15,Free State of Thüringia,424
2020-12-07,GM16,Berlin State,683
