date,location,location_name,value
2020-12-16,GM,Germany,23427
2020-12-16,GM01,Baden-Württemberg State,3628
2020-12-16,GM02,Free State of Bavaria,5163
2020-12-16,GM03,Free Hanseatic City of Bremen,160
2020-12-16,GM04,Free Hanseatic City of Hamburg,491
2020-12-16,GM05,Hesse State,1906
2020-12-16,GM06,Lower Saxony State,1482
2020-12-16,GM07,North Rhine-Westphalia State,4786
2020-12-16,GM08,Rhineland-Palatinate State,936
2020-12-16,GM09,Saarland State,313
2020-12-16,GM10,Schleswig-Holstein State,301
2020-12-16,GM11,Brandenburg State,540
2020-12-16,GM12,Mecklenburg-Western Pomerania State,102
2020-12-16,GM13,Free State of Saxony,1855
2020-12-16,GM14,Sachsen-Anhalt State,302
2020-12-16,GM15,Free State of Thüringia,563
2020-12-16,GM16,Berlin State,899
