date,location,location_name,value
2020-10-16,GM,Germany,9734
2020-10-16,GM01,Baden-Württemberg State,1920
2020-10-16,GM02,Free State of Bavaria,2702
2020-10-16,GM03,Free Hanseatic City of Bremen,62
2020-10-16,GM04,Free Hanseatic City of Hamburg,278
2020-10-16,GM05,Hesse State,571
2020-10-16,GM06,Lower Saxony State,710
2020-10-16,GM07,North Rhine-Westphalia State,1936
2020-10-16,GM08,Rhineland-Palatinate State,262
2020-10-16,GM09,Saarland State,177
2020-10-16,GM10,Schleswig-Holstein State,163
2020-10-16,GM11,Brandenburg State,172
2020-10-16,GM12,Mecklenburg-Western Pomerania State,20
2020-10-16,GM13,Free State of Saxony,255
2020-10-16,GM14,Sachsen-Anhalt State,71
2020-10-16,GM15,Free State of Thüringia,196
2020-10-16,GM16,Berlin State,239
