date,location,location_name,value
2020-08-19,GM,Germany,9243
2020-08-19,GM01,Baden-Württemberg State,1860
2020-08-19,GM02,Free State of Bavaria,2631
2020-08-19,GM03,Free Hanseatic City of Bremen,56
2020-08-19,GM04,Free Hanseatic City of Hamburg,264
2020-08-19,GM05,Hesse State,528
2020-08-19,GM06,Lower Saxony State,656
2020-08-19,GM07,North Rhine-Westphalia State,1783
2020-08-19,GM08,Rhineland-Palatinate State,242
2020-08-19,GM09,Saarland State,174
2020-08-19,GM10,Schleswig-Holstein State,160
2020-08-19,GM11,Brandenburg State,169
2020-08-19,GM12,Mecklenburg-Western Pomerania State,20
2020-08-19,GM13,Free State of Saxony,226
2020-08-19,GM14,Sachsen-Anhalt State,64
2020-08-19,GM15,Free State of Thüringia,186
2020-08-19,GM16,Berlin State,224
