date,location,location_name,value
2020-11-11,GM,Germany,11767
2020-11-11,GM01,Baden-Württemberg State,2167
2020-11-11,GM02,Free State of Bavaria,3018
2020-11-11,GM03,Free Hanseatic City of Bremen,89
2020-11-11,GM04,Free Hanseatic City of Hamburg,305
2020-11-11,GM05,Hesse State,809
2020-11-11,GM06,Lower Saxony State,843
2020-11-11,GM07,North Rhine-Westphalia State,2465
2020-11-11,GM08,Rhineland-Palatinate State,334
2020-11-11,GM09,Saarland State,205
2020-11-11,GM10,Schleswig-Holstein State,208
2020-11-11,GM11,Brandenburg State,226
2020-11-11,GM12,Mecklenburg-Western Pomerania State,34
2020-11-11,GM13,Free State of Saxony,426
2020-11-11,GM14,Sachsen-Anhalt State,96
2020-11-11,GM15,Free State of Thüringia,228
2020-11-11,GM16,Berlin State,314
