date,location,location_name,value
2020-11-13,GM,Germany,12200
2020-11-13,GM01,Baden-Württemberg State,2225
2020-11-13,GM02,Free State of Bavaria,3081
2020-11-13,GM03,Free Hanseatic City of Bremen,93
2020-11-13,GM04,Free Hanseatic City of Hamburg,310
2020-11-13,GM05,Hesse State,836
2020-11-13,GM06,Lower Saxony State,882
2020-11-13,GM07,North Rhine-Westphalia State,2581
2020-11-13,GM08,Rhineland-Palatinate State,352
2020-11-13,GM09,Saarland State,208
2020-11-13,GM10,Schleswig-Holstein State,213
2020-11-13,GM11,Brandenburg State,230
2020-11-13,GM12,Mecklenburg-Western Pomerania State,36
2020-11-13,GM13,Free State of Saxony,474
2020-11-13,GM14,Sachsen-Anhalt State,105
2020-11-13,GM15,Free State of Thüringia,240
2020-11-13,GM16,Berlin State,334
