date,location,location_name,value
2020-11-06,GM,Germany,11096
2020-11-06,GM01,Baden-Württemberg State,2092
2020-11-06,GM02,Free State of Bavaria,2885
2020-11-06,GM03,Free Hanseatic City of Bremen,81
2020-11-06,GM04,Free Hanseatic City of Hamburg,298
2020-11-06,GM05,Hesse State,729
2020-11-06,GM06,Lower Saxony State,802
2020-11-06,GM07,North Rhine-Westphalia State,2297
2020-11-06,GM08,Rhineland-Palatinate State,310
2020-11-06,GM09,Saarland State,198
2020-11-06,GM10,Schleswig-Holstein State,194
2020-11-06,GM11,Brandenburg State,208
2020-11-06,GM12,Mecklenburg-Western Pomerania State,24
2020-11-06,GM13,Free State of Saxony,386
2020-11-06,GM14,Sachsen-Anhalt State,88
2020-11-06,GM15,Free State of Thüringia,217
2020-11-06,GM16,Berlin State,287
