date,location,location_name,value
2020-08-07,GM,Germany,9183
2020-08-07,GM01,Baden-Württemberg State,1852
2020-08-07,GM02,Free State of Bavaria,2626
2020-08-07,GM03,Free Hanseatic City of Bremen,56
2020-08-07,GM04,Free Hanseatic City of Hamburg,262
2020-08-07,GM05,Hesse State,524
2020-08-07,GM06,Lower Saxony State,654
2020-08-07,GM07,North Rhine-Westphalia State,1755
2020-08-07,GM08,Rhineland-Palatinate State,239
2020-08-07,GM09,Saarland State,174
2020-08-07,GM10,Schleswig-Holstein State,158
2020-08-07,GM11,Brandenburg State,168
2020-08-07,GM12,Mecklenburg-Western Pomerania State,20
2020-08-07,GM13,Free State of Saxony,225
2020-08-07,GM14,Sachsen-Anhalt State,64
2020-08-07,GM15,Free State of Thüringia,182
2020-08-07,GM16,Berlin State,224
