date,location,location_name,value
2021-03-03,GM,Germany,70881
2021-03-03,GM01,Baden-Württemberg State,8152
2021-03-03,GM02,Free State of Bavaria,12495
2021-03-03,GM03,Free Hanseatic City of Bremen,346
2021-03-03,GM04,Free Hanseatic City of Hamburg,1287
2021-03-03,GM05,Hesse State,5877
2021-03-03,GM06,Lower Saxony State,4363
2021-03-03,GM07,North Rhine-Westphalia State,13195
2021-03-03,GM08,Rhineland-Palatinate State,3124
2021-03-03,GM09,Saarland State,876
2021-03-03,GM10,Schleswig-Holstein State,1308
2021-03-03,GM11,Brandenburg State,3049
2021-03-03,GM12,Mecklenburg-Western Pomerania State,752
2021-03-03,GM13,Free State of Saxony,7861
2021-03-03,GM14,Sachsen-Anhalt State,2446
2021-03-03,GM15,Free State of Thuringia,2901
2021-03-03,GM16,Berlin State,2849
