date,location,location_name,value
2020-12-17,GM,Germany,24125
2020-12-17,GM01,Baden-Württemberg State,3640
2020-12-17,GM02,Free State of Bavaria,5309
2020-12-17,GM03,Free Hanseatic City of Bremen,163
2020-12-17,GM04,Free Hanseatic City of Hamburg,500
2020-12-17,GM05,Hesse State,1964
2020-12-17,GM06,Lower Saxony State,1523
2020-12-17,GM07,North Rhine-Westphalia State,4927
2020-12-17,GM08,Rhineland-Palatinate State,979
2020-12-17,GM09,Saarland State,325
2020-12-17,GM10,Schleswig-Holstein State,315
2020-12-17,GM11,Brandenburg State,605
2020-12-17,GM12,Mecklenburg-Western Pomerania State,109
2020-12-17,GM13,Free State of Saxony,1923
2020-12-17,GM14,Sachsen-Anhalt State,318
2020-12-17,GM15,Free State of Thüringia,596
2020-12-17,GM16,Berlin State,929
