date,location,location_name,value
2020-11-29,GM,Germany,16123
2020-11-29,GM01,Baden-Württemberg State,2702
2020-11-29,GM02,Free State of Bavaria,3785
2020-11-29,GM03,Free Hanseatic City of Bremen,116
2020-11-29,GM04,Free Hanseatic City of Hamburg,372
2020-11-29,GM05,Hesse State,1240
2020-11-29,GM06,Lower Saxony State,1150
2020-11-29,GM07,North Rhine-Westphalia State,3418
2020-11-29,GM08,Rhineland-Palatinate State,515
2020-11-29,GM09,Saarland State,251
2020-11-29,GM10,Schleswig-Holstein State,249
2020-11-29,GM11,Brandenburg State,334
2020-11-29,GM12,Mecklenburg-Western Pomerania State,61
2020-11-29,GM13,Free State of Saxony,882
2020-11-29,GM14,Sachsen-Anhalt State,163
2020-11-29,GM15,Free State of Thüringia,346
2020-11-29,GM16,Berlin State,539
