date,location,location_name,value
2020-08-09,GM,Germany,9196
2020-08-09,GM01,Baden-Württemberg State,1858
2020-08-09,GM02,Free State of Bavaria,2626
2020-08-09,GM03,Free Hanseatic City of Bremen,56
2020-08-09,GM04,Free Hanseatic City of Hamburg,262
2020-08-09,GM05,Hesse State,525
2020-08-09,GM06,Lower Saxony State,654
2020-08-09,GM07,North Rhine-Westphalia State,1759
2020-08-09,GM08,Rhineland-Palatinate State,239
2020-08-09,GM09,Saarland State,174
2020-08-09,GM10,Schleswig-Holstein State,158
2020-08-09,GM11,Brandenburg State,169
2020-08-09,GM12,Mecklenburg-Western Pomerania State,20
2020-08-09,GM13,Free State of Saxony,225
2020-08-09,GM14,Sachsen-Anhalt State,64
2020-08-09,GM15,Free State of Thüringia,183
2020-08-09,GM16,Berlin State,224
