date,location,location_name,value
2020-09-03,GM,Germany,9321
2020-09-03,GM01,Baden-Württemberg State,1868
2020-09-03,GM02,Free State of Bavaria,2641
2020-09-03,GM03,Free Hanseatic City of Bremen,58
2020-09-03,GM04,Free Hanseatic City of Hamburg,267
2020-09-03,GM05,Hesse State,534
2020-09-03,GM06,Lower Saxony State,665
2020-09-03,GM07,North Rhine-Westphalia State,1819
2020-09-03,GM08,Rhineland-Palatinate State,243
2020-09-03,GM09,Saarland State,174
2020-09-03,GM10,Schleswig-Holstein State,161
2020-09-03,GM11,Brandenburg State,169
2020-09-03,GM12,Mecklenburg-Western Pomerania State,20
2020-09-03,GM13,Free State of Saxony,225
2020-09-03,GM14,Sachsen-Anhalt State,65
2020-09-03,GM15,Free State of Thüringia,186
2020-09-03,GM16,Berlin State,226
