date,location,location_name,value
2020-11-26,GM,Germany,15160
2020-11-26,GM01,Baden-Württemberg State,2580
2020-11-26,GM02,Free State of Bavaria,3647
2020-11-26,GM03,Free Hanseatic City of Bremen,114
2020-11-26,GM04,Free Hanseatic City of Hamburg,347
2020-11-26,GM05,Hesse State,1163
2020-11-26,GM06,Lower Saxony State,1079
2020-11-26,GM07,North Rhine-Westphalia State,3210
2020-11-26,GM08,Rhineland-Palatinate State,465
2020-11-26,GM09,Saarland State,249
2020-11-26,GM10,Schleswig-Holstein State,242
2020-11-26,GM11,Brandenburg State,307
2020-11-26,GM12,Mecklenburg-Western Pomerania State,57
2020-11-26,GM13,Free State of Saxony,720
2020-11-26,GM14,Sachsen-Anhalt State,145
2020-11-26,GM15,Free State of Thüringia,327
2020-11-26,GM16,Berlin State,508
