date,location,location_name,value
2021-03-10,GM,Germany,72489
2021-03-10,GM01,Baden-Württemberg State,8316
2021-03-10,GM02,Free State of Bavaria,12703
2021-03-10,GM03,Free Hanseatic City of Bremen,370
2021-03-10,GM04,Free Hanseatic City of Hamburg,1312
2021-03-10,GM05,Hesse State,5983
2021-03-10,GM06,Lower Saxony State,4512
2021-03-10,GM07,North Rhine-Westphalia State,13486
2021-03-10,GM08,Rhineland-Palatinate State,3177
2021-03-10,GM09,Saarland State,903
2021-03-10,GM10,Schleswig-Holstein State,1349
2021-03-10,GM11,Brandenburg State,3115
2021-03-10,GM12,Mecklenburg-Western Pomerania State,789
2021-03-10,GM13,Free State of Saxony,8038
2021-03-10,GM14,Sachsen-Anhalt State,2528
2021-03-10,GM15,Free State of Thuringia,3007
2021-03-10,GM16,Berlin State,2901
