date,location,location_name,value
2020-11-20,GM,Germany,13630
2020-11-20,GM01,Baden-Württemberg State,2405
2020-11-20,GM02,Free State of Bavaria,3348
2020-11-20,GM03,Free Hanseatic City of Bremen,104
2020-11-20,GM04,Free Hanseatic City of Hamburg,331
2020-11-20,GM05,Hesse State,980
2020-11-20,GM06,Lower Saxony State,970
2020-11-20,GM07,North Rhine-Westphalia State,2887
2020-11-20,GM08,Rhineland-Palatinate State,402
2020-11-20,GM09,Saarland State,234
2020-11-20,GM10,Schleswig-Holstein State,231
2020-11-20,GM11,Brandenburg State,270
2020-11-20,GM12,Mecklenburg-Western Pomerania State,49
2020-11-20,GM13,Free State of Saxony,602
2020-11-20,GM14,Sachsen-Anhalt State,113
2020-11-20,GM15,Free State of Thüringia,282
2020-11-20,GM16,Berlin State,422
