date,location,location_name,value
2020-08-01,GM,Germany,9148
2020-08-01,GM01,Baden-Württemberg State,1847
2020-08-01,GM02,Free State of Bavaria,2622
2020-08-01,GM03,Free Hanseatic City of Bremen,56
2020-08-01,GM04,Free Hanseatic City of Hamburg,261
2020-08-01,GM05,Hesse State,520
2020-08-01,GM06,Lower Saxony State,652
2020-08-01,GM07,North Rhine-Westphalia State,1739
2020-08-01,GM08,Rhineland-Palatinate State,239
2020-08-01,GM09,Saarland State,174
2020-08-01,GM10,Schleswig-Holstein State,156
2020-08-01,GM11,Brandenburg State,168
2020-08-01,GM12,Mecklenburg-Western Pomerania State,20
2020-08-01,GM13,Free State of Saxony,225
2020-08-01,GM14,Sachsen-Anhalt State,64
2020-08-01,GM15,Free State of Thüringia,182
2020-08-01,GM16,Berlin State,223
