date,location,location_name,value
2020-12-08,GM,Germany,19342
2020-12-08,GM01,Baden-Württemberg State,3098
2020-12-08,GM02,Free State of Bavaria,4411
2020-12-08,GM03,Free Hanseatic City of Bremen,139
2020-12-08,GM04,Free Hanseatic City of Hamburg,425
2020-12-08,GM05,Hesse State,1529
2020-12-08,GM06,Lower Saxony State,1277
2020-12-08,GM07,North Rhine-Westphalia State,4064
2020-12-08,GM08,Rhineland-Palatinate State,681
2020-12-08,GM09,Saarland State,276
2020-12-08,GM10,Schleswig-Holstein State,269
2020-12-08,GM11,Brandenburg State,422
2020-12-08,GM12,Mecklenburg-Western Pomerania State,78
2020-12-08,GM13,Free State of Saxony,1307
2020-12-08,GM14,Sachsen-Anhalt State,215
2020-12-08,GM15,Free State of Thüringia,452
2020-12-08,GM16,Berlin State,699
