date,location,location_name,value
2021-01-29,GM,Germany,55752
2021-01-29,GM01,Baden-Württemberg State,6956
2021-01-29,GM02,Free State of Bavaria,10229
2021-01-29,GM03,Free Hanseatic City of Bremen,265
2021-01-29,GM04,Free Hanseatic City of Hamburg,1037
2021-01-29,GM05,Hesse State,4733
2021-01-29,GM06,Lower Saxony State,3189
2021-01-29,GM07,North Rhine-Westphalia State,10597
2021-01-29,GM08,Rhineland-Palatinate State,2450
2021-01-29,GM09,Saarland State,720
2021-01-29,GM10,Schleswig-Holstein State,834
2021-01-29,GM11,Brandenburg State,2193
2021-01-29,GM12,Mecklenburg-Western Pomerania State,423
2021-01-29,GM13,Free State of Saxony,6153
2021-01-29,GM14,Sachsen-Anhalt State,1653
2021-01-29,GM15,Free State of Thuringia,2122
2021-01-29,GM16,Berlin State,2198
