date,location,location_name,value
2020-11-10,GM,Germany,11506
2020-11-10,GM01,Baden-Württemberg State,2133
2020-11-10,GM02,Free State of Bavaria,2953
2020-11-10,GM03,Free Hanseatic City of Bremen,88
2020-11-10,GM04,Free Hanseatic City of Hamburg,304
2020-11-10,GM05,Hesse State,786
2020-11-10,GM06,Lower Saxony State,834
2020-11-10,GM07,North Rhine-Westphalia State,2395
2020-11-10,GM08,Rhineland-Palatinate State,325
2020-11-10,GM09,Saarland State,202
2020-11-10,GM10,Schleswig-Holstein State,205
2020-11-10,GM11,Brandenburg State,223
2020-11-10,GM12,Mecklenburg-Western Pomerania State,31
2020-11-10,GM13,Free State of Saxony,409
2020-11-10,GM14,Sachsen-Anhalt State,93
2020-11-10,GM15,Free State of Thüringia,224
2020-11-10,GM16,Berlin State,301
