date,location,location_name,value
2020-12-30,GM,Germany,32107
2020-12-30,GM01,Baden-Württemberg State,4695
2020-12-30,GM02,Free State of Bavaria,6549
2020-12-30,GM03,Free Hanseatic City of Bremen,191
2020-12-30,GM04,Free Hanseatic City of Hamburg,614
2020-12-30,GM05,Hesse State,2711
2020-12-30,GM06,Lower Saxony State,1908
2020-12-30,GM07,North Rhine-Westphalia State,6451
2020-12-30,GM08,Rhineland-Palatinate State,1378
2020-12-30,GM09,Saarland State,421
2020-12-30,GM10,Schleswig-Holstein State,411
2020-12-30,GM11,Brandenburg State,884
2020-12-30,GM12,Mecklenburg-Western Pomerania State,161
2020-12-30,GM13,Free State of Saxony,3003
2020-12-30,GM14,Sachsen-Anhalt State,560
2020-12-30,GM15,Free State of Thüringia,957
2020-12-30,GM16,Berlin State,1213
