date,location,location_name,value
2020-10-30,GM,Germany,10349
2020-10-30,GM01,Baden-Württemberg State,2010
2020-10-30,GM02,Free State of Bavaria,2797
2020-10-30,GM03,Free Hanseatic City of Bremen,70
2020-10-30,GM04,Free Hanseatic City of Hamburg,283
2020-10-30,GM05,Hesse State,641
2020-10-30,GM06,Lower Saxony State,743
2020-10-30,GM07,North Rhine-Westphalia State,2102
2020-10-30,GM08,Rhineland-Palatinate State,281
2020-10-30,GM09,Saarland State,186
2020-10-30,GM10,Schleswig-Holstein State,174
2020-10-30,GM11,Brandenburg State,190
2020-10-30,GM12,Mecklenburg-Western Pomerania State,23
2020-10-30,GM13,Free State of Saxony,315
2020-10-30,GM14,Sachsen-Anhalt State,77
2020-10-30,GM15,Free State of Thüringia,204
2020-10-30,GM16,Berlin State,253
