date,location,location_name,value
2021-01-19,GM,Germany,47622
2021-01-19,GM01,Baden-Württemberg State,6219
2021-01-19,GM02,Free State of Bavaria,8929
2021-01-19,GM03,Free Hanseatic City of Bremen,237
2021-01-19,GM04,Free Hanseatic City of Hamburg,917
2021-01-19,GM05,Hesse State,4072
2021-01-19,GM06,Lower Saxony State,2685
2021-01-19,GM07,North Rhine-Westphalia State,9306
2021-01-19,GM08,Rhineland-Palatinate State,2104
2021-01-19,GM09,Saarland State,628
2021-01-19,GM10,Schleswig-Holstein State,675
2021-01-19,GM11,Brandenburg State,1667
2021-01-19,GM12,Mecklenburg-Western Pomerania State,310
2021-01-19,GM13,Free State of Saxony,5156
2021-01-19,GM14,Sachsen-Anhalt State,1181
2021-01-19,GM15,Free State of Thüringia,1676
2021-01-19,GM16,Berlin State,1860
