date,location,location_name,value
2021-03-04,GM,Germany,71240
2021-03-04,GM01,Baden-Württemberg State,8187
2021-03-04,GM02,Free State of Bavaria,12558
2021-03-04,GM03,Free Hanseatic City of Bremen,350
2021-03-04,GM04,Free Hanseatic City of Hamburg,1296
2021-03-04,GM05,Hesse State,5894
2021-03-04,GM06,Lower Saxony State,4391
2021-03-04,GM07,North Rhine-Westphalia State,13264
2021-03-04,GM08,Rhineland-Palatinate State,3133
2021-03-04,GM09,Saarland State,881
2021-03-04,GM10,Schleswig-Holstein State,1316
2021-03-04,GM11,Brandenburg State,3064
2021-03-04,GM12,Mecklenburg-Western Pomerania State,757
2021-03-04,GM13,Free State of Saxony,7909
2021-03-04,GM14,Sachsen-Anhalt State,2462
2021-03-04,GM15,Free State of Thuringia,2917
2021-03-04,GM16,Berlin State,2861
