date,location,location_name,value
2021-01-10,GM,Germany,40343
2021-01-10,GM01,Baden-Württemberg State,5530
2021-01-10,GM02,Free State of Bavaria,7875
2021-01-10,GM03,Free Hanseatic City of Bremen,222
2021-01-10,GM04,Free Hanseatic City of Hamburg,817
2021-01-10,GM05,Hesse State,3483
2021-01-10,GM06,Lower Saxony State,2329
2021-01-10,GM07,North Rhine-Westphalia State,7942
2021-01-10,GM08,Rhineland-Palatinate State,1762
2021-01-10,GM09,Saarland State,540
2021-01-10,GM10,Schleswig-Holstein State,545
2021-01-10,GM11,Brandenburg State,1281
2021-01-10,GM12,Mecklenburg-Western Pomerania State,239
2021-01-10,GM13,Free State of Saxony,4064
2021-01-10,GM14,Sachsen-Anhalt State,832
2021-01-10,GM15,Free State of Thüringia,1322
2021-01-10,GM16,Berlin State,1560
