date,location,location_name,value
2020-11-24,GM,Germany,14361
2020-11-24,GM01,Baden-Württemberg State,2452
2020-11-24,GM02,Free State of Bavaria,3490
2020-11-24,GM03,Free Hanseatic City of Bremen,112
2020-11-24,GM04,Free Hanseatic City of Hamburg,339
2020-11-24,GM05,Hesse State,1071
2020-11-24,GM06,Lower Saxony State,1022
2020-11-24,GM07,North Rhine-Westphalia State,3047
2020-11-24,GM08,Rhineland-Palatinate State,434
2020-11-24,GM09,Saarland State,239
2020-11-24,GM10,Schleswig-Holstein State,237
2020-11-24,GM11,Brandenburg State,287
2020-11-24,GM12,Mecklenburg-Western Pomerania State,54
2020-11-24,GM13,Free State of Saxony,682
2020-11-24,GM14,Sachsen-Anhalt State,129
2020-11-24,GM15,Free State of Thüringia,310
2020-11-24,GM16,Berlin State,456
