date,location,location_name,value
2021-01-23,GM,Germany,51521
2021-01-23,GM01,Baden-Württemberg State,6585
2021-01-23,GM02,Free State of Bavaria,9583
2021-01-23,GM03,Free Hanseatic City of Bremen,250
2021-01-23,GM04,Free Hanseatic City of Hamburg,976
2021-01-23,GM05,Hesse State,4362
2021-01-23,GM06,Lower Saxony State,2945
2021-01-23,GM07,North Rhine-Westphalia State,9895
2021-01-23,GM08,Rhineland-Palatinate State,2263
2021-01-23,GM09,Saarland State,681
2021-01-23,GM10,Schleswig-Holstein State,741
2021-01-23,GM11,Brandenburg State,1896
2021-01-23,GM12,Mecklenburg-Western Pomerania State,355
2021-01-23,GM13,Free State of Saxony,5670
2021-01-23,GM14,Sachsen-Anhalt State,1397
2021-01-23,GM15,Free State of Thüringia,1901
2021-01-23,GM16,Berlin State,2021
