date,location,location_name,value
2020-12-03,GM,Germany,17602
2020-12-03,GM01,Baden-Württemberg State,2883
2020-12-03,GM02,Free State of Bavaria,4057
2020-12-03,GM03,Free Hanseatic City of Bremen,129
2020-12-03,GM04,Free Hanseatic City of Hamburg,387
2020-12-03,GM05,Hesse State,1372
2020-12-03,GM06,Lower Saxony State,1207
2020-12-03,GM07,North Rhine-Westphalia State,3721
2020-12-03,GM08,Rhineland-Palatinate State,592
2020-12-03,GM09,Saarland State,262
2020-12-03,GM10,Schleswig-Holstein State,259
2020-12-03,GM11,Brandenburg State,380
2020-12-03,GM12,Mecklenburg-Western Pomerania State,68
2020-12-03,GM13,Free State of Saxony,1083
2020-12-03,GM14,Sachsen-Anhalt State,190
2020-12-03,GM15,Free State of Thüringia,394
2020-12-03,GM16,Berlin State,618
