date,location,location_name,value
2020-11-15,GM,Germany,12485
2020-11-15,GM01,Baden-Württemberg State,2258
2020-11-15,GM02,Free State of Bavaria,3133
2020-11-15,GM03,Free Hanseatic City of Bremen,94
2020-11-15,GM04,Free Hanseatic City of Hamburg,311
2020-11-15,GM05,Hesse State,864
2020-11-15,GM06,Lower Saxony State,903
2020-11-15,GM07,North Rhine-Westphalia State,2623
2020-11-15,GM08,Rhineland-Palatinate State,362
2020-11-15,GM09,Saarland State,214
2020-11-15,GM10,Schleswig-Holstein State,219
2020-11-15,GM11,Brandenburg State,238
2020-11-15,GM12,Mecklenburg-Western Pomerania State,38
2020-11-15,GM13,Free State of Saxony,511
2020-11-15,GM14,Sachsen-Anhalt State,105
2020-11-15,GM15,Free State of Thüringia,254
2020-11-15,GM16,Berlin State,358
