date,location,location_name,value
2021-01-17,GM,Germany,46419
2021-01-17,GM01,Baden-Württemberg State,6071
2021-01-17,GM02,Free State of Bavaria,8690
2021-01-17,GM03,Free Hanseatic City of Bremen,231
2021-01-17,GM04,Free Hanseatic City of Hamburg,904
2021-01-17,GM05,Hesse State,3936
2021-01-17,GM06,Lower Saxony State,2628
2021-01-17,GM07,North Rhine-Westphalia State,9091
2021-01-17,GM08,Rhineland-Palatinate State,2048
2021-01-17,GM09,Saarland State,608
2021-01-17,GM10,Schleswig-Holstein State,651
2021-01-17,GM11,Brandenburg State,1595
2021-01-17,GM12,Mecklenburg-Western Pomerania State,298
2021-01-17,GM13,Free State of Saxony,5079
2021-01-17,GM14,Sachsen-Anhalt State,1133
2021-01-17,GM15,Free State of Thüringia,1633
2021-01-17,GM16,Berlin State,1823
