date,location,location_name,value
2021-02-07,GM,Germany,61517
2021-02-07,GM01,Baden-Württemberg State,7422
2021-02-07,GM02,Free State of Bavaria,11126
2021-02-07,GM03,Free Hanseatic City of Bremen,286
2021-02-07,GM04,Free Hanseatic City of Hamburg,1143
2021-02-07,GM05,Hesse State,5165
2021-02-07,GM06,Lower Saxony State,3581
2021-02-07,GM07,North Rhine-Westphalia State,11540
2021-02-07,GM08,Rhineland-Palatinate State,2727
2021-02-07,GM09,Saarland State,783
2021-02-07,GM10,Schleswig-Holstein State,1012
2021-02-07,GM11,Brandenburg State,2629
2021-02-07,GM12,Mecklenburg-Western Pomerania State,544
2021-02-07,GM13,Free State of Saxony,6763
2021-02-07,GM14,Sachsen-Anhalt State,1970
2021-02-07,GM15,Free State of Thuringia,2359
2021-02-07,GM16,Berlin State,2467
