date,location,location_name,value
2020-12-15,GM,Germany,22475
2020-12-15,GM01,Baden-Württemberg State,3524
2020-12-15,GM02,Free State of Bavaria,4936
2020-12-15,GM03,Free Hanseatic City of Bremen,159
2020-12-15,GM04,Free Hanseatic City of Hamburg,481
2020-12-15,GM05,Hesse State,1834
2020-12-15,GM06,Lower Saxony State,1454
2020-12-15,GM07,North Rhine-Westphalia State,4615
2020-12-15,GM08,Rhineland-Palatinate State,888
2020-12-15,GM09,Saarland State,313
2020-12-15,GM10,Schleswig-Holstein State,295
2020-12-15,GM11,Brandenburg State,500
2020-12-15,GM12,Mecklenburg-Western Pomerania State,100
2020-12-15,GM13,Free State of Saxony,1702
2020-12-15,GM14,Sachsen-Anhalt State,289
2020-12-15,GM15,Free State of Thüringia,539
2020-12-15,GM16,Berlin State,846
