date,location,location_name,value
2020-11-25,GM,Germany,14771
2020-11-25,GM01,Baden-Württemberg State,2530
2020-11-25,GM02,Free State of Bavaria,3553
2020-11-25,GM03,Free Hanseatic City of Bremen,113
2020-11-25,GM04,Free Hanseatic City of Hamburg,347
2020-11-25,GM05,Hesse State,1111
2020-11-25,GM06,Lower Saxony State,1052
2020-11-25,GM07,North Rhine-Westphalia State,3126
2020-11-25,GM08,Rhineland-Palatinate State,452
2020-11-25,GM09,Saarland State,248
2020-11-25,GM10,Schleswig-Holstein State,241
2020-11-25,GM11,Brandenburg State,293
2020-11-25,GM12,Mecklenburg-Western Pomerania State,55
2020-11-25,GM13,Free State of Saxony,710
2020-11-25,GM14,Sachsen-Anhalt State,129
2020-11-25,GM15,Free State of Thüringia,319
2020-11-25,GM16,Berlin State,492
