date,location,location_name,value
2021-02-27,GM,Germany,69888
2021-02-27,GM01,Baden-Württemberg State,8059
2021-02-27,GM02,Free State of Bavaria,12363
2021-02-27,GM03,Free Hanseatic City of Bremen,337
2021-02-27,GM04,Free Hanseatic City of Hamburg,1263
2021-02-27,GM05,Hesse State,5815
2021-02-27,GM06,Lower Saxony State,4287
2021-02-27,GM07,North Rhine-Westphalia State,13028
2021-02-27,GM08,Rhineland-Palatinate State,3089
2021-02-27,GM09,Saarland State,866
2021-02-27,GM10,Schleswig-Holstein State,1280
2021-02-27,GM11,Brandenburg State,2992
2021-02-27,GM12,Mecklenburg-Western Pomerania State,736
2021-02-27,GM13,Free State of Saxony,7707
2021-02-27,GM14,Sachsen-Anhalt State,2406
2021-02-27,GM15,Free State of Thuringia,2847
2021-02-27,GM16,Berlin State,2813
