date,location,location_name,value
2020-10-17,GM,Germany,9767
2020-10-17,GM01,Baden-Württemberg State,1927
2020-10-17,GM02,Free State of Bavaria,2714
2020-10-17,GM03,Free Hanseatic City of Bremen,62
2020-10-17,GM04,Free Hanseatic City of Hamburg,278
2020-10-17,GM05,Hesse State,572
2020-10-17,GM06,Lower Saxony State,710
2020-10-17,GM07,North Rhine-Westphalia State,1943
2020-10-17,GM08,Rhineland-Palatinate State,263
2020-10-17,GM09,Saarland State,177
2020-10-17,GM10,Schleswig-Holstein State,163
2020-10-17,GM11,Brandenburg State,172
2020-10-17,GM12,Mecklenburg-Western Pomerania State,20
2020-10-17,GM13,Free State of Saxony,257
2020-10-17,GM14,Sachsen-Anhalt State,71
2020-10-17,GM15,Free State of Thüringia,198
2020-10-17,GM16,Berlin State,240
