date,location,location_name,value
2021-03-15,GM,Germany,73418
2021-03-15,GM01,Baden-Württemberg State,8420
2021-03-15,GM02,Free State of Bavaria,12825
2021-03-15,GM03,Free Hanseatic City of Bremen,378
2021-03-15,GM04,Free Hanseatic City of Hamburg,1332
2021-03-15,GM05,Hesse State,6039
2021-03-15,GM06,Lower Saxony State,4598
2021-03-15,GM07,North Rhine-Westphalia State,13672
2021-03-15,GM08,Rhineland-Palatinate State,3212
2021-03-15,GM09,Saarland State,911
2021-03-15,GM10,Schleswig-Holstein State,1375
2021-03-15,GM11,Brandenburg State,3150
2021-03-15,GM12,Mecklenburg-Western Pomerania State,806
2021-03-15,GM13,Free State of Saxony,8117
2021-03-15,GM14,Sachsen-Anhalt State,2579
2021-03-15,GM15,Free State of Thuringia,3071
2021-03-15,GM16,Berlin State,2933
