date,location,location_name,value
2020-10-12,GM,Germany,9621
2020-10-12,GM01,Baden-Württemberg State,1901
2020-10-12,GM02,Free State of Bavaria,2685
2020-10-12,GM03,Free Hanseatic City of Bremen,61
2020-10-12,GM04,Free Hanseatic City of Hamburg,277
2020-10-12,GM05,Hesse State,562
2020-10-12,GM06,Lower Saxony State,697
2020-10-12,GM07,North Rhine-Westphalia State,1913
2020-10-12,GM08,Rhineland-Palatinate State,256
2020-10-12,GM09,Saarland State,177
2020-10-12,GM10,Schleswig-Holstein State,162
2020-10-12,GM11,Brandenburg State,169
2020-10-12,GM12,Mecklenburg-Western Pomerania State,20
2020-10-12,GM13,Free State of Saxony,248
2020-10-12,GM14,Sachsen-Anhalt State,68
2020-10-12,GM15,Free State of Thüringia,191
2020-10-12,GM16,Berlin State,234
