date,location,location_name,value
2020-08-26,GM,Germany,9285
2020-08-26,GM01,Baden-Württemberg State,1863
2020-08-26,GM02,Free State of Bavaria,2635
2020-08-26,GM03,Free Hanseatic City of Bremen,56
2020-08-26,GM04,Free Hanseatic City of Hamburg,266
2020-08-26,GM05,Hesse State,529
2020-08-26,GM06,Lower Saxony State,661
2020-08-26,GM07,North Rhine-Westphalia State,1807
2020-08-26,GM08,Rhineland-Palatinate State,243
2020-08-26,GM09,Saarland State,174
2020-08-26,GM10,Schleswig-Holstein State,160
2020-08-26,GM11,Brandenburg State,169
2020-08-26,GM12,Mecklenburg-Western Pomerania State,20
2020-08-26,GM13,Free State of Saxony,225
2020-08-26,GM14,Sachsen-Anhalt State,65
2020-08-26,GM15,Free State of Thüringia,186
2020-08-26,GM16,Berlin State,226
