date,location,location_name,value
2021-02-01,GM,Germany,57120
2021-02-01,GM01,Baden-Württemberg State,7063
2021-02-01,GM02,Free State of Bavaria,10394
2021-02-01,GM03,Free Hanseatic City of Bremen,268
2021-02-01,GM04,Free Hanseatic City of Hamburg,1073
2021-02-01,GM05,Hesse State,4842
2021-02-01,GM06,Lower Saxony State,3285
2021-02-01,GM07,North Rhine-Westphalia State,10824
2021-02-01,GM08,Rhineland-Palatinate State,2531
2021-02-01,GM09,Saarland State,737
2021-02-01,GM10,Schleswig-Holstein State,888
2021-02-01,GM11,Brandenburg State,2291
2021-02-01,GM12,Mecklenburg-Western Pomerania State,451
2021-02-01,GM13,Free State of Saxony,6289
2021-02-01,GM14,Sachsen-Anhalt State,1712
2021-02-01,GM15,Free State of Thuringia,2194
2021-02-01,GM16,Berlin State,2278
