date,location,location_name,value
2021-01-24,GM,Germany,51870
2021-01-24,GM01,Baden-Württemberg State,6618
2021-01-24,GM02,Free State of Bavaria,9642
2021-01-24,GM03,Free Hanseatic City of Bremen,251
2021-01-24,GM04,Free Hanseatic City of Hamburg,987
2021-01-24,GM05,Hesse State,4388
2021-01-24,GM06,Lower Saxony State,2964
2021-01-24,GM07,North Rhine-Westphalia State,9941
2021-01-24,GM08,Rhineland-Palatinate State,2279
2021-01-24,GM09,Saarland State,686
2021-01-24,GM10,Schleswig-Holstein State,744
2021-01-24,GM11,Brandenburg State,1908
2021-01-24,GM12,Mecklenburg-Western Pomerania State,363
2021-01-24,GM13,Free State of Saxony,5722
2021-01-24,GM14,Sachsen-Anhalt State,1425
2021-01-24,GM15,Free State of Thüringia,1913
2021-01-24,GM16,Berlin State,2039
