date,location,location_name,value
2020-07-22,GM,Germany,9095
2020-07-22,GM01,Baden-Württemberg State,1838
2020-07-22,GM02,Free State of Bavaria,2617
2020-07-22,GM03,Free Hanseatic City of Bremen,55
2020-07-22,GM04,Free Hanseatic City of Hamburg,261
2020-07-22,GM05,Hesse State,515
2020-07-22,GM06,Lower Saxony State,647
2020-07-22,GM07,North Rhine-Westphalia State,1717
2020-07-22,GM08,Rhineland-Palatinate State,238
2020-07-22,GM09,Saarland State,174
2020-07-22,GM10,Schleswig-Holstein State,155
2020-07-22,GM11,Brandenburg State,167
2020-07-22,GM12,Mecklenburg-Western Pomerania State,20
2020-07-22,GM13,Free State of Saxony,225
2020-07-22,GM14,Sachsen-Anhalt State,62
2020-07-22,GM15,Free State of Thüringia,182
2020-07-22,GM16,Berlin State,222
