date,location,location_name,value
2020-10-09,GM,Germany,9589
2020-10-09,GM01,Baden-Württemberg State,1898
2020-10-09,GM02,Free State of Bavaria,2684
2020-10-09,GM03,Free Hanseatic City of Bremen,60
2020-10-09,GM04,Free Hanseatic City of Hamburg,276
2020-10-09,GM05,Hesse State,557
2020-10-09,GM06,Lower Saxony State,695
2020-10-09,GM07,North Rhine-Westphalia State,1900
2020-10-09,GM08,Rhineland-Palatinate State,256
2020-10-09,GM09,Saarland State,177
2020-10-09,GM10,Schleswig-Holstein State,162
2020-10-09,GM11,Brandenburg State,169
2020-10-09,GM12,Mecklenburg-Western Pomerania State,20
2020-10-09,GM13,Free State of Saxony,243
2020-10-09,GM14,Sachsen-Anhalt State,68
2020-10-09,GM15,Free State of Thüringia,191
2020-10-09,GM16,Berlin State,233
