date,location,location_name,value
2020-09-22,GM,Germany,9396
2020-09-22,GM01,Baden-Württemberg State,1871
2020-09-22,GM02,Free State of Bavaria,2651
2020-09-22,GM03,Free Hanseatic City of Bremen,59
2020-09-22,GM04,Free Hanseatic City of Hamburg,269
2020-09-22,GM05,Hesse State,545
2020-09-22,GM06,Lower Saxony State,670
2020-09-22,GM07,North Rhine-Westphalia State,1848
2020-09-22,GM08,Rhineland-Palatinate State,248
2020-09-22,GM09,Saarland State,176
2020-09-22,GM10,Schleswig-Holstein State,161
2020-09-22,GM11,Brandenburg State,169
2020-09-22,GM12,Mecklenburg-Western Pomerania State,20
2020-09-22,GM13,Free State of Saxony,227
2020-09-22,GM14,Sachsen-Anhalt State,66
2020-09-22,GM15,Free State of Thüringia,189
2020-09-22,GM16,Berlin State,227
