date,location,location_name,value
2020-12-31,GM,Germany,33071
2020-12-31,GM01,Baden-Württemberg State,4789
2020-12-31,GM02,Free State of Bavaria,6716
2020-12-31,GM03,Free Hanseatic City of Bremen,194
2020-12-31,GM04,Free Hanseatic City of Hamburg,632
2020-12-31,GM05,Hesse State,2845
2020-12-31,GM06,Lower Saxony State,1967
2020-12-31,GM07,North Rhine-Westphalia State,6552
2020-12-31,GM08,Rhineland-Palatinate State,1428
2020-12-31,GM09,Saarland State,432
2020-12-31,GM10,Schleswig-Holstein State,425
2020-12-31,GM11,Brandenburg State,937
2020-12-31,GM12,Mecklenburg-Western Pomerania State,171
2020-12-31,GM13,Free State of Saxony,3139
2020-12-31,GM14,Sachsen-Anhalt State,602
2020-12-31,GM15,Free State of Thüringia,995
2020-12-31,GM16,Berlin State,1247
