date,location,location_name,value
2020-10-07,GM,Germany,9562
2020-10-07,GM01,Baden-Württemberg State,1894
2020-10-07,GM02,Free State of Bavaria,2680
2020-10-07,GM03,Free Hanseatic City of Bremen,59
2020-10-07,GM04,Free Hanseatic City of Hamburg,274
2020-10-07,GM05,Hesse State,556
2020-10-07,GM06,Lower Saxony State,691
2020-10-07,GM07,North Rhine-Westphalia State,1891
2020-10-07,GM08,Rhineland-Palatinate State,256
2020-10-07,GM09,Saarland State,177
2020-10-07,GM10,Schleswig-Holstein State,162
2020-10-07,GM11,Brandenburg State,169
2020-10-07,GM12,Mecklenburg-Western Pomerania State,20
2020-10-07,GM13,Free State of Saxony,243
2020-10-07,GM14,Sachsen-Anhalt State,68
2020-10-07,GM15,Free State of Thüringia,191
2020-10-07,GM16,Berlin State,231
