date,location,location_name,value
2021-02-22,GM,Germany,67903
2021-02-22,GM01,Baden-Württemberg State,7940
2021-02-22,GM02,Free State of Bavaria,12123
2021-02-22,GM03,Free Hanseatic City of Bremen,327
2021-02-22,GM04,Free Hanseatic City of Hamburg,1223
2021-02-22,GM05,Hesse State,5672
2021-02-22,GM06,Lower Saxony State,4104
2021-02-22,GM07,North Rhine-Westphalia State,12633
2021-02-22,GM08,Rhineland-Palatinate State,2993
2021-02-22,GM09,Saarland State,848
2021-02-22,GM10,Schleswig-Holstein State,1211
2021-02-22,GM11,Brandenburg State,2914
2021-02-22,GM12,Mecklenburg-Western Pomerania State,692
2021-02-22,GM13,Free State of Saxony,7460
2021-02-22,GM14,Sachsen-Anhalt State,2293
2021-02-22,GM15,Free State of Thuringia,2742
2021-02-22,GM16,Berlin State,2728
