date,location,location_name,value
2021-01-09,GM,Germany,39878
2021-01-09,GM01,Baden-Württemberg State,5464
2021-01-09,GM02,Free State of Bavaria,7786
2021-01-09,GM03,Free Hanseatic City of Bremen,219
2021-01-09,GM04,Free Hanseatic City of Hamburg,792
2021-01-09,GM05,Hesse State,3461
2021-01-09,GM06,Lower Saxony State,2313
2021-01-09,GM07,North Rhine-Westphalia State,7866
2021-01-09,GM08,Rhineland-Palatinate State,1740
2021-01-09,GM09,Saarland State,529
2021-01-09,GM10,Schleswig-Holstein State,534
2021-01-09,GM11,Brandenburg State,1281
2021-01-09,GM12,Mecklenburg-Western Pomerania State,235
2021-01-09,GM13,Free State of Saxony,3981
2021-01-09,GM14,Sachsen-Anhalt State,832
2021-01-09,GM15,Free State of Thüringia,1298
2021-01-09,GM16,Berlin State,1547
