date,location,location_name,value
2020-12-10,GM,Germany,20372
2020-12-10,GM01,Baden-Württemberg State,3229
2020-12-10,GM02,Free State of Bavaria,4621
2020-12-10,GM03,Free Hanseatic City of Bremen,147
2020-12-10,GM04,Free Hanseatic City of Hamburg,443
2020-12-10,GM05,Hesse State,1601
2020-12-10,GM06,Lower Saxony State,1353
2020-12-10,GM07,North Rhine-Westphalia State,4226
2020-12-10,GM08,Rhineland-Palatinate State,759
2020-12-10,GM09,Saarland State,287
2020-12-10,GM10,Schleswig-Holstein State,276
2020-12-10,GM11,Brandenburg State,444
2020-12-10,GM12,Mecklenburg-Western Pomerania State,88
2020-12-10,GM13,Free State of Saxony,1428
2020-12-10,GM14,Sachsen-Anhalt State,242
2020-12-10,GM15,Free State of Thüringia,479
2020-12-10,GM16,Berlin State,749
