date,location,location_name,value
2020-12-04,GM,Germany,18034
2020-12-04,GM01,Baden-Württemberg State,2919
2020-12-04,GM02,Free State of Bavaria,4156
2020-12-04,GM03,Free Hanseatic City of Bremen,132
2020-12-04,GM04,Free Hanseatic City of Hamburg,404
2020-12-04,GM05,Hesse State,1411
2020-12-04,GM06,Lower Saxony State,1228
2020-12-04,GM07,North Rhine-Westphalia State,3793
2020-12-04,GM08,Rhineland-Palatinate State,608
2020-12-04,GM09,Saarland State,262
2020-12-04,GM10,Schleswig-Holstein State,263
2020-12-04,GM11,Brandenburg State,405
2020-12-04,GM12,Mecklenburg-Western Pomerania State,71
2020-12-04,GM13,Free State of Saxony,1142
2020-12-04,GM14,Sachsen-Anhalt State,194
2020-12-04,GM15,Free State of Thüringia,405
2020-12-04,GM16,Berlin State,641
