date,location,location_name,value
2021-03-07,GM,Germany,71900
2021-03-07,GM01,Baden-Württemberg State,8264
2021-03-07,GM02,Free State of Bavaria,12633
2021-03-07,GM03,Free Hanseatic City of Bremen,366
2021-03-07,GM04,Free Hanseatic City of Hamburg,1312
2021-03-07,GM05,Hesse State,5935
2021-03-07,GM06,Lower Saxony State,4445
2021-03-07,GM07,North Rhine-Westphalia State,13377
2021-03-07,GM08,Rhineland-Palatinate State,3161
2021-03-07,GM09,Saarland State,891
2021-03-07,GM10,Schleswig-Holstein State,1331
2021-03-07,GM11,Brandenburg State,3091
2021-03-07,GM12,Mecklenburg-Western Pomerania State,774
2021-03-07,GM13,Free State of Saxony,7986
2021-03-07,GM14,Sachsen-Anhalt State,2499
2021-03-07,GM15,Free State of Thuringia,2944
2021-03-07,GM16,Berlin State,2891
