date,location,location_name,value
2021-03-02,GM,Germany,70463
2021-03-02,GM01,Baden-Württemberg State,8102
2021-03-02,GM02,Free State of Bavaria,12429
2021-03-02,GM03,Free Hanseatic City of Bremen,342
2021-03-02,GM04,Free Hanseatic City of Hamburg,1278
2021-03-02,GM05,Hesse State,5843
2021-03-02,GM06,Lower Saxony State,4326
2021-03-02,GM07,North Rhine-Westphalia State,13141
2021-03-02,GM08,Rhineland-Palatinate State,3111
2021-03-02,GM09,Saarland State,872
2021-03-02,GM10,Schleswig-Holstein State,1304
2021-03-02,GM11,Brandenburg State,3024
2021-03-02,GM12,Mecklenburg-Western Pomerania State,745
2021-03-02,GM13,Free State of Saxony,7817
2021-03-02,GM14,Sachsen-Anhalt State,2425
2021-03-02,GM15,Free State of Thuringia,2880
2021-03-02,GM16,Berlin State,2824
