date,location,location_name,value
2021-02-21,GM,Germany,67841
2021-02-21,GM01,Baden-Württemberg State,7939
2021-02-21,GM02,Free State of Bavaria,12112
2021-02-21,GM03,Free Hanseatic City of Bremen,326
2021-02-21,GM04,Free Hanseatic City of Hamburg,1223
2021-02-21,GM05,Hesse State,5664
2021-02-21,GM06,Lower Saxony State,4096
2021-02-21,GM07,North Rhine-Westphalia State,12621
2021-02-21,GM08,Rhineland-Palatinate State,2989
2021-02-21,GM09,Saarland State,848
2021-02-21,GM10,Schleswig-Holstein State,1205
2021-02-21,GM11,Brandenburg State,2912
2021-02-21,GM12,Mecklenburg-Western Pomerania State,689
2021-02-21,GM13,Free State of Saxony,7457
2021-02-21,GM14,Sachsen-Anhalt State,2292
2021-02-21,GM15,Free State of Thuringia,2741
2021-02-21,GM16,Berlin State,2727
