date,location,location_name,value
2021-02-18,GM,Germany,66698
2021-02-18,GM01,Baden-Württemberg State,7856
2021-02-18,GM02,Free State of Bavaria,11945
2021-02-18,GM03,Free Hanseatic City of Bremen,317
2021-02-18,GM04,Free Hanseatic City of Hamburg,1206
2021-02-18,GM05,Hesse State,5598
2021-02-18,GM06,Lower Saxony State,3977
2021-02-18,GM07,North Rhine-Westphalia State,12424
2021-02-18,GM08,Rhineland-Palatinate State,2945
2021-02-18,GM09,Saarland State,835
2021-02-18,GM10,Schleswig-Holstein State,1190
2021-02-18,GM11,Brandenburg State,2874
2021-02-18,GM12,Mecklenburg-Western Pomerania State,664
2021-02-18,GM13,Free State of Saxony,7294
2021-02-18,GM14,Sachsen-Anhalt State,2221
2021-02-18,GM15,Free State of Thuringia,2682
2021-02-18,GM16,Berlin State,2670
