date,location,location_name,value
2020-11-28,GM,Germany,15965
2020-11-28,GM01,Baden-Württemberg State,2671
2020-11-28,GM02,Free State of Bavaria,3759
2020-11-28,GM03,Free Hanseatic City of Bremen,116
2020-11-28,GM04,Free Hanseatic City of Hamburg,368
2020-11-28,GM05,Hesse State,1232
2020-11-28,GM06,Lower Saxony State,1140
2020-11-28,GM07,North Rhine-Westphalia State,3380
2020-11-28,GM08,Rhineland-Palatinate State,508
2020-11-28,GM09,Saarland State,250
2020-11-28,GM10,Schleswig-Holstein State,249
2020-11-28,GM11,Brandenburg State,329
2020-11-28,GM12,Mecklenburg-Western Pomerania State,61
2020-11-28,GM13,Free State of Saxony,858
2020-11-28,GM14,Sachsen-Anhalt State,160
2020-11-28,GM15,Free State of Thüringia,345
2020-11-28,GM16,Berlin State,539
