date,location,location_name,value
2021-02-02,GM,Germany,57981
2021-02-02,GM01,Baden-Württemberg State,7181
2021-02-02,GM02,Free State of Bavaria,10496
2021-02-02,GM03,Free Hanseatic City of Bremen,273
2021-02-02,GM04,Free Hanseatic City of Hamburg,1074
2021-02-02,GM05,Hesse State,4926
2021-02-02,GM06,Lower Saxony State,3324
2021-02-02,GM07,North Rhine-Westphalia State,10973
2021-02-02,GM08,Rhineland-Palatinate State,2573
2021-02-02,GM09,Saarland State,743
2021-02-02,GM10,Schleswig-Holstein State,917
2021-02-02,GM11,Brandenburg State,2361
2021-02-02,GM12,Mecklenburg-Western Pomerania State,474
2021-02-02,GM13,Free State of Saxony,6367
2021-02-02,GM14,Sachsen-Anhalt State,1773
2021-02-02,GM15,Free State of Thuringia,2231
2021-02-02,GM16,Berlin State,2295
