date,location,location_name,value
2021-02-16,GM,Germany,65604
2021-02-16,GM01,Baden-Württemberg State,7805
2021-02-16,GM02,Free State of Bavaria,11773
2021-02-16,GM03,Free Hanseatic City of Bremen,314
2021-02-16,GM04,Free Hanseatic City of Hamburg,1197
2021-02-16,GM05,Hesse State,5505
2021-02-16,GM06,Lower Saxony State,3881
2021-02-16,GM07,North Rhine-Westphalia State,12212
2021-02-16,GM08,Rhineland-Palatinate State,2907
2021-02-16,GM09,Saarland State,827
2021-02-16,GM10,Schleswig-Holstein State,1155
2021-02-16,GM11,Brandenburg State,2820
2021-02-16,GM12,Mecklenburg-Western Pomerania State,645
2021-02-16,GM13,Free State of Saxony,7190
2021-02-16,GM14,Sachsen-Anhalt State,2140
2021-02-16,GM15,Free State of Thuringia,2614
2021-02-16,GM16,Berlin State,2619
