date,location,location_name,value
2021-03-13,GM,Germany,73301
2021-03-13,GM01,Baden-Württemberg State,8408
2021-03-13,GM02,Free State of Bavaria,12810
2021-03-13,GM03,Free Hanseatic City of Bremen,378
2021-03-13,GM04,Free Hanseatic City of Hamburg,1328
2021-03-13,GM05,Hesse State,6028
2021-03-13,GM06,Lower Saxony State,4581
2021-03-13,GM07,North Rhine-Westphalia State,13644
2021-03-13,GM08,Rhineland-Palatinate State,3210
2021-03-13,GM09,Saarland State,911
2021-03-13,GM10,Schleswig-Holstein State,1372
2021-03-13,GM11,Brandenburg State,3146
2021-03-13,GM12,Mecklenburg-Western Pomerania State,804
2021-03-13,GM13,Free State of Saxony,8111
2021-03-13,GM14,Sachsen-Anhalt State,2575
2021-03-13,GM15,Free State of Thuringia,3063
2021-03-13,GM16,Berlin State,2932
