date,location,location_name,value
2020-10-14,GM,Germany,9677
2020-10-14,GM01,Baden-Württemberg State,1909
2020-10-14,GM02,Free State of Bavaria,2693
2020-10-14,GM03,Free Hanseatic City of Bremen,62
2020-10-14,GM04,Free Hanseatic City of Hamburg,278
2020-10-14,GM05,Hesse State,567
2020-10-14,GM06,Lower Saxony State,702
2020-10-14,GM07,North Rhine-Westphalia State,1923
2020-10-14,GM08,Rhineland-Palatinate State,260
2020-10-14,GM09,Saarland State,177
2020-10-14,GM10,Schleswig-Holstein State,163
2020-10-14,GM11,Brandenburg State,172
2020-10-14,GM12,Mecklenburg-Western Pomerania State,20
2020-10-14,GM13,Free State of Saxony,250
2020-10-14,GM14,Sachsen-Anhalt State,68
2020-10-14,GM15,Free State of Thüringia,196
2020-10-14,GM16,Berlin State,237
