date,location,location_name,value
2021-02-17,GM,Germany,66164
2021-02-17,GM01,Baden-Württemberg State,7837
2021-02-17,GM02,Free State of Bavaria,11849
2021-02-17,GM03,Free Hanseatic City of Bremen,316
2021-02-17,GM04,Free Hanseatic City of Hamburg,1202
2021-02-17,GM05,Hesse State,5553
2021-02-17,GM06,Lower Saxony State,3908
2021-02-17,GM07,North Rhine-Westphalia State,12342
2021-02-17,GM08,Rhineland-Palatinate State,2928
2021-02-17,GM09,Saarland State,830
2021-02-17,GM10,Schleswig-Holstein State,1177
2021-02-17,GM11,Brandenburg State,2850
2021-02-17,GM12,Mecklenburg-Western Pomerania State,657
2021-02-17,GM13,Free State of Saxony,7246
2021-02-17,GM14,Sachsen-Anhalt State,2170
2021-02-17,GM15,Free State of Thuringia,2655
2021-02-17,GM16,Berlin State,2644
