date,location,location_name,value
2021-02-09,GM,Germany,62156
2021-02-09,GM01,Baden-Württemberg State,7509
2021-02-09,GM02,Free State of Bavaria,11226
2021-02-09,GM03,Free Hanseatic City of Bremen,293
2021-02-09,GM04,Free Hanseatic City of Hamburg,1148
2021-02-09,GM05,Hesse State,5229
2021-02-09,GM06,Lower Saxony State,3635
2021-02-09,GM07,North Rhine-Westphalia State,11595
2021-02-09,GM08,Rhineland-Palatinate State,2764
2021-02-09,GM09,Saarland State,787
2021-02-09,GM10,Schleswig-Holstein State,1038
2021-02-09,GM11,Brandenburg State,2668
2021-02-09,GM12,Mecklenburg-Western Pomerania State,579
2021-02-09,GM13,Free State of Saxony,6816
2021-02-09,GM14,Sachsen-Anhalt State,1990
2021-02-09,GM15,Free State of Thuringia,2393
2021-02-09,GM16,Berlin State,2486
