date,location,location_name,value
2021-01-20,GM,Germany,48770
2021-01-20,GM01,Baden-Württemberg State,6324
2021-01-20,GM02,Free State of Bavaria,9106
2021-01-20,GM03,Free Hanseatic City of Bremen,239
2021-01-20,GM04,Free Hanseatic City of Hamburg,935
2021-01-20,GM05,Hesse State,4190
2021-01-20,GM06,Lower Saxony State,2768
2021-01-20,GM07,North Rhine-Westphalia State,9473
2021-01-20,GM08,Rhineland-Palatinate State,2145
2021-01-20,GM09,Saarland State,632
2021-01-20,GM10,Schleswig-Holstein State,691
2021-01-20,GM11,Brandenburg State,1738
2021-01-20,GM12,Mecklenburg-Western Pomerania State,324
2021-01-20,GM13,Free State of Saxony,5307
2021-01-20,GM14,Sachsen-Anhalt State,1247
2021-01-20,GM15,Free State of Thüringia,1733
2021-01-20,GM16,Berlin State,1918
