date,location,location_name,value
2020-11-12,GM,Germany,11982
2020-11-12,GM01,Baden-Württemberg State,2189
2020-11-12,GM02,Free State of Bavaria,3050
2020-11-12,GM03,Free Hanseatic City of Bremen,89
2020-11-12,GM04,Free Hanseatic City of Hamburg,308
2020-11-12,GM05,Hesse State,821
2020-11-12,GM06,Lower Saxony State,868
2020-11-12,GM07,North Rhine-Westphalia State,2517
2020-11-12,GM08,Rhineland-Palatinate State,342
2020-11-12,GM09,Saarland State,207
2020-11-12,GM10,Schleswig-Holstein State,213
2020-11-12,GM11,Brandenburg State,229
2020-11-12,GM12,Mecklenburg-Western Pomerania State,34
2020-11-12,GM13,Free State of Saxony,458
2020-11-12,GM14,Sachsen-Anhalt State,102
2020-11-12,GM15,Free State of Thüringia,234
2020-11-12,GM16,Berlin State,321
