date,location,location_name,value
2021-02-03,GM,Germany,58956
2021-02-03,GM01,Baden-Württemberg State,7227
2021-02-03,GM02,Free State of Bavaria,10767
2021-02-03,GM03,Free Hanseatic City of Bremen,278
2021-02-03,GM04,Free Hanseatic City of Hamburg,1074
2021-02-03,GM05,Hesse State,4989
2021-02-03,GM06,Lower Saxony State,3362
2021-02-03,GM07,North Rhine-Westphalia State,11149
2021-02-03,GM08,Rhineland-Palatinate State,2618
2021-02-03,GM09,Saarland State,752
2021-02-03,GM10,Schleswig-Holstein State,944
2021-02-03,GM11,Brandenburg State,2449
2021-02-03,GM12,Mecklenburg-Western Pomerania State,480
2021-02-03,GM13,Free State of Saxony,6469
2021-02-03,GM14,Sachsen-Anhalt State,1809
2021-02-03,GM15,Free State of Thuringia,2261
2021-02-03,GM16,Berlin State,2328
